tag,pde,n_feat,model,seed,source,t,centroid_model,hf_model,centroid_exact,hf_exact,centroid_err,abs_err
MS_burgers_n8_twin_s2025,burgers,8,twin,2025,MS,0.5,0.6101128190951527,1.0186271403809303e-06,0.610342190741679,9.955402581416152e-07,-0.0002293716465262552,0.0002293716465262552
MS_burgers_n8_twin_s2025,burgers,8,twin,2025,MS,0.75,0.6155920101868193,9.65490425727029e-07,0.6155906794316344,9.338412206059664e-07,1.3307551849361943e-06,1.3307551849361943e-06
MS_burgers_n8_twin_s2025,burgers,8,twin,2025,MS,1.0,0.6012572878684215,1.077957068791542e-06,0.601216735606354,9.634290999399992e-07,4.055226206745033e-05,4.055226206745033e-05
MS_burgers_n8_twin_s777,burgers,8,twin,777,MS,0.25,0.5523327987309551,1.4739722330071949e-06,0.5527385042446051,1.40434210757614e-06,-0.00040570551365004537,0.00040570551365004537
MS_burgers_n8_twin_s777,burgers,8,twin,777,MS,0.5,0.610251142519788,1.0673560457837952e-06,0.610342190741679,9.955402581416152e-07,-9.104822189098805e-05,9.104822189098805e-05
MS_burgers_n8_twin_s777,burgers,8,twin,777,MS,0.75,0.6158259252834577,7.744476902348369e-07,0.6155906794316344,9.338412206059664e-07,0.00023524585182332913,0.00023524585182332913
MS_burgers_n8_twin_s777,burgers,8,twin,777,MS,1.0,0.6007108688230948,1.2728846131858446e-06,0.601216735606354,9.634290999399992e-07,-0.0005058667832592567,0.0005058667832592567
MS_heat_n3_gaaf_s1234,heat,3,gaaf,1234,MS,0.25,0.5001251675135092,2.942756073603173e-06,0.5001441452957212,3.7042540637756282e-06,-1.8977782211937466e-05,1.8977782211937466e-05
MS_heat_n3_gaaf_s1234,heat,3,gaaf,1234,MS,0.5,0.5000903422933926,2.0819544424302917e-06,0.500144145295721,3.704254063775615e-06,-5.380300232848967e-05,5.380300232848967e-05
MS_heat_n3_gaaf_s1234,heat,3,gaaf,1234,MS,0.75,0.5001560914892561,4.045230760695401e-06,0.5001441452957209,3.7042540637755956e-06,1.1946193535172789e-05,1.1946193535172789e-05
MS_heat_n3_gaaf_s1234,heat,3,gaaf,1234,MS,1.0,0.5005803107601546,1.628408028124093e-05,0.5001441452957209,3.7042540637756155e-06,0.0004361654644337021,0.0004361654644337021
MS_heat_n3_gaaf_s2025_r1,heat,3,gaaf,2025,MS,0.25,0.5001375421140255,3.3406214025299074e-06,0.5001441452957212,3.7042540637756282e-06,-6.603181695652438e-06,6.603181695652438e-06
MS_heat_n3_gaaf_s2025_r1,heat,3,gaaf,2025,MS,0.5,0.5001209110808977,2.9697056820671475e-06,0.500144145295721,3.704254063775615e-06,-2.3234214823308896e-05,2.3234214823308896e-05
MS_heat_n3_gaaf_s2025_r1,heat,3,gaaf,2025,MS,0.75,0.5001927208226461,5.409397760982417e-06,0.5001441452957209,3.7042540637755956e-06,4.857552692516531e-05,4.857552692516531e-05
MS_heat_n3_gaaf_s2025_r1,heat,3,gaaf,2025,MS,1.0,0.5005713912395409,1.7230121629111648e-05,0.5001441452957209,3.7042540637756155e-06,0.00042724594381993164,0.00042724594381993164
MS_heat_n3_gaaf_s777_r1,heat,3,gaaf,777,MS,0.25,0.5018849783265783,4.2855539594716255e-05,0.5001441452957212,3.7042540637756282e-06,0.0017408330308571474,0.0017408330308571474
MS_heat_n3_gaaf_s777_r1,heat,3,gaaf,777,MS,0.5,0.5018922809111158,4.310073365027332e-05,0.500144145295721,3.704254063775615e-06,0.0017481356153947747,0.0017481356153947747
MS_heat_n3_gaaf_s777_r1,heat,3,gaaf,777,MS,0.75,0.5018987286701102,4.331940985829155e-05,0.5001441452957209,3.7042540637755956e-06,0.0017545833743892736,0.0017545833743892736
MS_heat_n3_gaaf_s777_r1,heat,3,gaaf,777,MS,1.0,0.5019042230870804,4.350945010457477e-05,0.5001441452957209,3.7042540637756155e-06,0.001760077791359449,0.001760077791359449
MS_heat_n3_twin_s1234,heat,3,twin,1234,MS,0.25,0.5001307937244619,3.312238446494142e-06,0.5001441452957212,3.7042540637756282e-06,-1.33515712592569e-05,1.33515712592569e-05
MS_heat_n3_twin_s1234,heat,3,twin,1234,MS,0.5,0.5001354188336065,3.4674602867320952e-06,0.500144145295721,3.704254063775615e-06,-8.726462114583278e-06,8.726462114583278e-06
MS_heat_n3_twin_s1234,heat,3,twin,1234,MS,0.75,0.5001437524721376,3.731302483219738e-06,0.5001441452957209,3.7042540637755956e-06,-3.928235833283722e-07,3.928235833283722e-07
MS_heat_n3_twin_s1234,heat,3,twin,1234,MS,1.0,0.5002595931465957,6.9428834757385775e-06,0.5001441452957209,3.7042540637756155e-06,0.0001154478508748058,0.0001154478508748058
MS_heat_n3_twin_s2025,heat,3,twin,2025,MS,0.25,0.5001534798656234,3.961675737623039e-06,0.5001441452957212,3.7042540637756282e-06,9.334569902264e-06,9.334569902264e-06
MS_heat_n3_twin_s2025,heat,3,twin,2025,MS,0.5,0.5001355193259763,3.413537432226003e-06,0.500144145295721,3.704254063775615e-06,-8.625969744713302e-06,8.625969744713302e-06
MS_heat_n3_twin_s2025,heat,3,twin,2025,MS,0.75,0.5001426966081838,3.620741956071043e-06,0.5001441452957209,3.7042540637755956e-06,-1.4486875371533259e-06,1.4486875371533259e-06
MS_heat_n3_twin_s2025,heat,3,twin,2025,MS,1.0,0.5001881023465159,4.978214622341609e-06,0.5001441452957209,3.7042540637756155e-06,4.3957050794962704e-05,4.3957050794962704e-05
MS_heat_n3_twin_s777,heat,3,twin,777,MS,0.25,0.5001354657242508,3.3551632011234173e-06,0.5001441452957212,3.7042540637756282e-06,-8.679571470326941e-06,8.679571470326941e-06
MS_heat_n3_twin_s777,heat,3,twin,777,MS,0.5,0.500089824035206,2.1074899735039216e-06,0.500144145295721,3.704254063775615e-06,-5.4321260515077796e-05,5.4321260515077796e-05
MS_heat_n3_twin_s777,heat,3,twin,777,MS,0.75,0.5001709382857439,4.68448149083007e-06,0.5001441452957209,3.7042540637755956e-06,2.6792990022950214e-05,2.6792990022950214e-05
MS_heat_n3_twin_s777,heat,3,twin,777,MS,1.0,0.5005631295144677,1.708702209056055e-05,0.5001441452957209,3.7042540637756155e-06,0.00041898421874675407,0.00041898421874675407
MS_heat_n4_gaaf_s1234,heat,4,gaaf,1234,MS,0.25,0.5001581781291086,3.956199207877416e-06,0.5001441452957212,3.7042540637756282e-06,1.4032833387411792e-05,1.4032833387411792e-05
MS_heat_n4_gaaf_s1234,heat,4,gaaf,1234,MS,0.5,0.5001128398134168,2.7630851505742904e-06,0.500144145295721,3.704254063775615e-06,-3.130548230423358e-05,3.130548230423358e-05
MS_heat_n4_gaaf_s1234,heat,4,gaaf,1234,MS,0.75,0.5001331517550901,3.5420820438800144e-06,0.5001441452957209,3.7042540637755956e-06,-1.0993540630832577e-05,1.0993540630832577e-05
MS_heat_n4_gaaf_s1234,heat,4,gaaf,1234,MS,1.0,0.5003448072650186,9.908391445621992e-06,0.5001441452957209,3.7042540637756155e-06,0.00020066196929768854,0.00020066196929768854
MS_heat_n4_gaaf_s2025,heat,4,gaaf,2025,MS,0.25,0.5001029704160919,1.555661129744099e-08,0.5001441452957212,3.7042540637756282e-06,-4.1174879629291006e-05,4.1174879629291006e-05
MS_heat_n4_gaaf_s2025,heat,4,gaaf,2025,MS,0.5,0.5000779226723394,1.0604095543038197e-06,0.500144145295721,3.704254063775615e-06,-6.622262338162876e-05,6.622262338162876e-05
MS_heat_n4_gaaf_s2025,heat,4,gaaf,2025,MS,0.75,0.5005063362301111,1.67605827576584e-05,0.5001441452957209,3.7042540637755956e-06,0.0003621909343901608,0.0003621909343901608
MS_heat_n4_gaaf_s2025,heat,4,gaaf,2025,MS,1.0,0.5048260999528267,0.00013548742181585752,0.5001441452957209,3.7042540637756155e-06,0.004681954657105747,0.004681954657105747
MS_heat_n4_gaaf_s777_r1,heat,4,gaaf,777,MS,0.25,0.5001483622603671,3.7355274912297233e-06,0.5001441452957212,3.7042540637756282e-06,4.216964645920029e-06,4.216964645920029e-06
MS_heat_n4_gaaf_s777_r1,heat,4,gaaf,777,MS,0.5,0.5001239615160262,3.0523901737769596e-06,0.500144145295721,3.704254063775615e-06,-2.0183779694815662e-05,2.0183779694815662e-05
MS_heat_n4_gaaf_s777_r1,heat,4,gaaf,777,MS,0.75,0.5001340882381432,3.524268323663246e-06,0.5001441452957209,3.7042540637755956e-06,-1.0057057577728123e-05,1.0057057577728123e-05
MS_heat_n4_gaaf_s777_r1,heat,4,gaaf,777,MS,1.0,0.5002807919468926,7.96588653392262e-06,0.5001441452957209,3.7042540637756155e-06,0.00013664665117163466,0.00013664665117163466
MS_heat_n4_twin_s1234_r1,heat,4,twin,1234,MS,0.25,0.5001475065539149,3.6791473694670475e-06,0.5001441452957212,3.7042540637756282e-06,3.361258193779193e-06,3.361258193779193e-06
MS_heat_n4_twin_s1234_r1,heat,4,twin,1234,MS,0.5,0.500113643875282,2.7837849829152702e-06,0.500144145295721,3.704254063775615e-06,-3.0501420439033033e-05,3.0501420439033033e-05
MS_heat_n4_twin_s1234_r1,heat,4,twin,1234,MS,0.75,0.5001291056390361,3.4137852518423224e-06,0.5001441452957209,3.7042540637755956e-06,-1.5039656684812108e-05,1.5039656684812108e-05
MS_heat_n4_twin_s1234_r1,heat,4,twin,1234,MS,1.0,0.5003985854354135,1.1496679803954527e-05,0.5001441452957209,3.7042540637756155e-06,0.00025444013969255774,0.00025444013969255774
MS_heat_n4_twin_s2025,heat,4,twin,2025,MS,0.25,0.5000701380645771,1.5251723565982627e-06,0.5001441452957212,3.7042540637756282e-06,-7.40072311440354e-05,7.40072311440354e-05
MS_heat_n4_twin_s2025,heat,4,twin,2025,MS,0.5,0.5000852200529933,1.9954253932930595e-06,0.500144145295721,3.704254063775615e-06,-5.892524272776978e-05,5.892524272776978e-05
MS_heat_n4_twin_s2025,heat,4,twin,2025,MS,0.75,0.5001996456854322,5.6323384582954085e-06,0.5001441452957209,3.7042540637755956e-06,5.5500389711249376e-05,5.5500389711249376e-05
MS_heat_n4_twin_s2025,heat,4,twin,2025,MS,1.0,0.5004657402703251,1.461479541204159e-05,0.5001441452957209,3.7042540637756155e-06,0.00032159497460415576,0.00032159497460415576
MS_heat_n4_twin_s777,heat,4,twin,777,MS,0.25,0.500150803818327,3.823561618688544e-06,0.5001441452957212,3.7042540637756282e-06,6.658522605840211e-06,6.658522605840211e-06
MS_heat_n4_twin_s777,heat,4,twin,777,MS,0.5,0.5001323147809914,3.446963084784864e-06,0.500144145295721,3.704254063775615e-06,-1.1830514729638253e-05,1.1830514729638253e-05
MS_heat_n4_twin_s777,heat,4,twin,777,MS,0.75,0.5001385943099457,3.7059126844717624e-06,0.5001441452957209,3.7042540637755956e-06,-5.550985775260031e-06,5.550985775260031e-06
MS_heat_n4_twin_s777,heat,4,twin,777,MS,1.0,0.5003383102188642,9.08508549161851e-06,0.5001441452957209,3.7042540637756155e-06,0.0001941649231432807,0.0001941649231432807
MS_heat_n5_gaaf_s1234_r1,heat,5,gaaf,1234,MS,0.25,0.5001314365600253,3.481373035287304e-06,0.5001441452957212,3.7042540637756282e-06,-1.2708735695809992e-05,1.2708735695809992e-05
MS_heat_n5_gaaf_s1234_r1,heat,5,gaaf,1234,MS,0.5,0.500108976603354,2.9504384819260623e-06,0.500144145295721,3.704254063775615e-06,-3.516869236708242e-05,3.516869236708242e-05
MS_heat_n5_gaaf_s1234_r1,heat,5,gaaf,1234,MS,0.75,0.5001605938563359,4.306643935405374e-06,0.5001441452957209,3.7042540637755956e-06,1.6448560615001107e-05,1.6448560615001107e-05
MS_heat_n5_gaaf_s1234_r1,heat,5,gaaf,1234,MS,1.0,0.5005367310288622,1.423692956986756e-05,0.5001441452957209,3.7042540637756155e-06,0.00039258573314127077,0.00039258573314127077
MS_heat_n5_gaaf_s2025_r1,heat,5,gaaf,2025,MS,0.25,0.5001304942295124,3.2111715552035574e-06,0.5001441452957212,3.7042540637756282e-06,-1.3651066208764107e-05,1.3651066208764107e-05
MS_heat_n5_gaaf_s2025_r1,heat,5,gaaf,2025,MS,0.5,0.5001144244402113,2.701261716197283e-06,0.500144145295721,3.704254063775615e-06,-2.9720855509784982e-05,2.9720855509784982e-05
MS_heat_n5_gaaf_s2025_r1,heat,5,gaaf,2025,MS,0.75,0.5001651307982091,4.395487559676711e-06,0.5001441452957209,3.7042540637755956e-06,2.0985502488191088e-05,2.0985502488191088e-05
MS_heat_n5_gaaf_s2025_r1,heat,5,gaaf,2025,MS,1.0,0.5004093669432425,1.2251775152746465e-05,0.5001441452957209,3.7042540637756155e-06,0.00026522164752151856,0.00026522164752151856
MS_heat_n5_gaaf_s777,heat,5,gaaf,777,MS,0.25,0.5001375573268884,3.542512976166028e-06,0.5001441452957212,3.7042540637756282e-06,-6.587968832794111e-06,6.587968832794111e-06
MS_heat_n5_gaaf_s777,heat,5,gaaf,777,MS,0.5,0.5001624193405131,4.165427175596546e-06,0.500144145295721,3.704254063775615e-06,1.8274044792043753e-05,1.8274044792043753e-05
MS_heat_n5_gaaf_s777,heat,5,gaaf,777,MS,0.75,0.5001586163213156,3.995837497509639e-06,0.5001441452957209,3.7042540637755956e-06,1.447102559470892e-05,1.447102559470892e-05
MS_heat_n5_gaaf_s777,heat,5,gaaf,777,MS,1.0,0.5000868582045779,2.042217583133073e-06,0.5001441452957209,3.7042540637756155e-06,-5.7287091143054525e-05,5.7287091143054525e-05
MS_heat_n5_twin_s1234,heat,5,twin,1234,MS,0.25,0.5001465395025013,3.5310810807278244e-06,0.5001441452957212,3.7042540637756282e-06,2.39420678016522e-06,2.39420678016522e-06
MS_heat_n5_twin_s1234,heat,5,twin,1234,MS,0.5,0.5000857435948114,2.031450691870429e-06,0.500144145295721,3.704254063775615e-06,-5.840170090964936e-05,5.840170090964936e-05
MS_heat_n5_twin_s1234,heat,5,twin,1234,MS,0.75,0.5001353894747457,3.764679737004155e-06,0.5001441452957209,3.7042540637755956e-06,-8.755820975259176e-06,8.755820975259176e-06
MS_heat_n5_twin_s1234,heat,5,twin,1234,MS,1.0,0.5005916545677405,1.7782502177197145e-05,0.5001441452957209,3.7042540637756155e-06,0.0004475092720195306,0.0004475092720195306
MS_heat_n5_twin_s2025,heat,5,twin,2025,MS,0.25,0.5001412981196061,3.6270142289661877e-06,0.5001441452957212,3.7042540637756282e-06,-2.847176115094996e-06,2.847176115094996e-06
MS_heat_n5_twin_s2025,heat,5,twin,2025,MS,0.5,0.5001298804924476,3.2621349091509086e-06,0.500144145295721,3.704254063775615e-06,-1.4264803273489335e-05,1.4264803273489335e-05
MS_heat_n5_twin_s2025,heat,5,twin,2025,MS,0.75,0.5001516273454357,3.9038334290610734e-06,0.5001441452957209,3.7042540637755956e-06,7.482049714790939e-06,7.482049714790939e-06
MS_heat_n5_twin_s2025,heat,5,twin,2025,MS,1.0,0.5002414822231059,6.658502911469684e-06,0.5001441452957209,3.7042540637756155e-06,9.733692738500554e-05,9.733692738500554e-05
MS_heat_n5_twin_s777,heat,5,twin,777,MS,0.25,0.500144894631474,3.7389988024131448e-06,0.5001441452957212,3.7042540637756282e-06,7.493357528920441e-07,7.493357528920441e-07
MS_heat_n5_twin_s777,heat,5,twin,777,MS,0.5,0.5001335519693515,3.5220635954243477e-06,0.500144145295721,3.704254063775615e-06,-1.0593326369545686e-05,1.0593326369545686e-05
MS_heat_n5_twin_s777,heat,5,twin,777,MS,0.75,0.5001504450074502,3.971030949594851e-06,0.5001441452957209,3.7042540637755956e-06,6.299711729274016e-06,6.299711729274016e-06
MS_heat_n5_twin_s777,heat,5,twin,777,MS,1.0,0.5002717687663715,7.074523187444787e-06,0.5001441452957209,3.7042540637756155e-06,0.0001276234706505397,0.0001276234706505397
MS_heat_n6_gaaf_s1234,heat,6,gaaf,1234,MS,0.25,0.5001505778510092,3.854382693347756e-06,0.5001441452957212,3.7042540637756282e-06,6.432555288093944e-06,6.432555288093944e-06
MS_heat_n6_gaaf_s1234,heat,6,gaaf,1234,MS,0.5,0.5001346466285839,3.4157913334503697e-06,0.500144145295721,3.704254063775615e-06,-9.49866713717551e-06,9.49866713717551e-06
MS_heat_n6_gaaf_s1234,heat,6,gaaf,1234,MS,0.75,0.500140581294687,3.580020813834481e-06,0.5001441452957209,3.7042540637755956e-06,-3.5640010339621497e-06,3.5640010339621497e-06
MS_heat_n6_gaaf_s1234,heat,6,gaaf,1234,MS,1.0,0.500184863704211,4.915139280993314e-06,0.5001441452957209,3.7042540637756155e-06,4.0718408490070246e-05,4.0718408490070246e-05
MS_heat_n6_gaaf_s2025,heat,6,gaaf,2025,MS,0.25,0.500158793892039,4.033620325993547e-06,0.5001441452957212,3.7042540637756282e-06,1.464859631783444e-05,1.464859631783444e-05
MS_heat_n6_gaaf_s2025,heat,6,gaaf,2025,MS,0.5,0.5001199052438522,2.922092257249797e-06,0.500144145295721,3.704254063775615e-06,-2.4240051868851253e-05,2.4240051868851253e-05
MS_heat_n6_gaaf_s2025,heat,6,gaaf,2025,MS,0.75,0.5001327423094533,3.4333313219185206e-06,0.5001441452957209,3.7042540637755956e-06,-1.1402986267672333e-05,1.1402986267672333e-05
MS_heat_n6_gaaf_s2025,heat,6,gaaf,2025,MS,1.0,0.500290684699814,8.358696800234354e-06,0.5001441452957209,3.7042540637756155e-06,0.0001465394040930379,0.0001465394040930379
MS_heat_n6_gaaf_s777,heat,6,gaaf,777,MS,0.25,0.5001464959600664,3.7232231086020957e-06,0.5001441452957212,3.7042540637756282e-06,2.3506643452853027e-06,2.3506643452853027e-06
MS_heat_n6_gaaf_s777,heat,6,gaaf,777,MS,0.5,0.5001372661034618,3.481490575072662e-06,0.500144145295721,3.704254063775615e-06,-6.879192259279243e-06,6.879192259279243e-06
MS_heat_n6_gaaf_s777,heat,6,gaaf,777,MS,0.75,0.5001456985359812,3.7424570851191185e-06,0.5001441452957209,3.7042540637755956e-06,1.5532402602991269e-06,1.5532402602991269e-06
MS_heat_n6_gaaf_s777,heat,6,gaaf,777,MS,1.0,0.5001752082560876,4.557927229382766e-06,0.5001441452957209,3.7042540637756155e-06,3.10629603667012e-05,3.10629603667012e-05
MS_heat_n6_twin_s1234,heat,6,twin,1234,MS,0.25,0.5001514388518968,3.884145312265539e-06,0.5001441452957212,3.7042540637756282e-06,7.2935561756803935e-06,7.2935561756803935e-06
MS_heat_n6_twin_s1234,heat,6,twin,1234,MS,0.5,0.5001357961153448,3.3923433184401873e-06,0.500144145295721,3.704254063775615e-06,-8.349180376288068e-06,8.349180376288068e-06
MS_heat_n6_twin_s1234,heat,6,twin,1234,MS,0.75,0.5001458414048054,3.7362981755807554e-06,0.5001441452957209,3.7042540637755956e-06,1.6961090845146742e-06,1.6961090845146742e-06
MS_heat_n6_twin_s1234,heat,6,twin,1234,MS,1.0,0.5001966454770185,5.435545752703528e-06,0.5001441452957209,3.7042540637756155e-06,5.2500181297543413e-05,5.2500181297543413e-05
MS_heat_n6_twin_s2025,heat,6,twin,2025,MS,0.25,0.500123198712619,2.855323524031102e-06,0.5001441452957212,3.7042540637756282e-06,-2.0946583102143812e-05,2.0946583102143812e-05
MS_heat_n6_twin_s2025,heat,6,twin,2025,MS,0.5,0.5001060175392419,2.6464571653294835e-06,0.500144145295721,3.704254063775615e-06,-3.8127756479156005e-05,3.8127756479156005e-05
MS_heat_n6_twin_s2025,heat,6,twin,2025,MS,0.75,0.500145304769103,4.177081341056141e-06,0.5001441452957209,3.7042540637755956e-06,1.1594733820841086e-06,1.1594733820841086e-06
MS_heat_n6_twin_s2025,heat,6,twin,2025,MS,1.0,0.5005085267690099,1.4953921116241167e-05,0.5001441452957209,3.7042540637756155e-06,0.0003643814732889883,0.0003643814732889883
MS_heat_n6_twin_s777_r1,heat,6,twin,777,MS,0.25,0.5001434179345408,3.5692765124815274e-06,0.5001441452957212,3.7042540637756282e-06,-7.273611803970681e-07,7.273611803970681e-07
MS_heat_n6_twin_s777_r1,heat,6,twin,777,MS,0.5,0.5001252063239018,3.0554642032699876e-06,0.500144145295721,3.704254063775615e-06,-1.8938971819260075e-05,1.8938971819260075e-05
MS_heat_n6_twin_s777_r1,heat,6,twin,777,MS,0.75,0.5001487085885653,3.8905494368365065e-06,0.5001441452957209,3.7042540637755956e-06,4.563292844372846e-06,4.563292844372846e-06
MS_heat_n6_twin_s777_r1,heat,6,twin,777,MS,1.0,0.500256276279014,7.24352334429226e-06,0.5001441452957209,3.7042540637756155e-06,0.00011213098329310167,0.00011213098329310167
MS_heat_n7_gaaf_s1234_r1,heat,7,gaaf,1234,MS,0.25,0.5001594954204767,4.087351881883221e-06,0.5001441452957212,3.7042540637756282e-06,1.5350124755508787e-05,1.5350124755508787e-05
MS_heat_n7_gaaf_s1234_r1,heat,7,gaaf,1234,MS,0.5,0.5001237815751766,3.0140790217894805e-06,0.500144145295721,3.704254063775615e-06,-2.0363720544480657e-05,2.0363720544480657e-05
MS_heat_n7_gaaf_s1234_r1,heat,7,gaaf,1234,MS,0.75,0.5001301454581055,3.315774232896332e-06,0.5001441452957209,3.7042540637755956e-06,-1.399983761540824e-05,1.399983761540824e-05
MS_heat_n7_gaaf_s1234_r1,heat,7,gaaf,1234,MS,1.0,0.5003247041249538,9.286235798876839e-06,0.5001441452957209,3.7042540637756155e-06,0.00018055882923284639,0.00018055882923284639
MS_heat_n7_gaaf_s2025,heat,7,gaaf,2025,MS,0.25,0.5001397243382363,3.4499561385759785e-06,0.5001441452957212,3.7042540637756282e-06,-4.420957484874144e-06,4.420957484874144e-06
MS_heat_n7_gaaf_s2025,heat,7,gaaf,2025,MS,0.5,0.5001039413478573,2.509152716236708e-06,0.500144145295721,3.704254063775615e-06,-4.020394786374837e-05,4.020394786374837e-05
MS_heat_n7_gaaf_s2025,heat,7,gaaf,2025,MS,0.75,0.5001394290239282,3.737945486070645e-06,0.5001441452957209,3.7042540637755956e-06,-4.7162717927706765e-06,4.7162717927706765e-06
MS_heat_n7_gaaf_s2025,heat,7,gaaf,2025,MS,1.0,0.5004033787805912,1.1896617043922565e-05,0.5001441452957209,3.7042540637756155e-06,0.0002592334848702249,0.0002592334848702249
MS_heat_n7_gaaf_s777_r1,heat,7,gaaf,777,MS,0.25,0.50015459711052,3.7866858563900485e-06,0.5001441452957212,3.7042540637756282e-06,1.0451814798861925e-05,1.0451814798861925e-05
MS_heat_n7_gaaf_s777_r1,heat,7,gaaf,777,MS,0.5,0.500107163085182,2.5516829131014214e-06,0.500144145295721,3.704254063775615e-06,-3.6982210539049376e-05,3.6982210539049376e-05
MS_heat_n7_gaaf_s777_r1,heat,7,gaaf,777,MS,0.75,0.5001286133116213,3.5352945231538097e-06,0.5001441452957209,3.7042540637755956e-06,-1.5531984099648177e-05,1.5531984099648177e-05
MS_heat_n7_gaaf_s777_r1,heat,7,gaaf,777,MS,1.0,0.5005093572625975,1.5102544004767606e-05,0.5001441452957209,3.7042540637756155e-06,0.0003652119668765552,0.0003652119668765552
MS_heat_n7_twin_s1234,heat,7,twin,1234,MS,0.25,0.5001460860829872,3.7582389839873786e-06,0.5001441452957212,3.7042540637756282e-06,1.940787266008215e-06,1.940787266008215e-06
MS_heat_n7_twin_s1234,heat,7,twin,1234,MS,0.5,0.5001289018987835,3.303807289066351e-06,0.500144145295721,3.704254063775615e-06,-1.5243396937592024e-05,1.5243396937592024e-05
MS_heat_n7_twin_s1234,heat,7,twin,1234,MS,0.75,0.5001391839932837,3.554460929511026e-06,0.5001441452957209,3.7042540637755956e-06,-4.961302437211934e-06,4.961302437211934e-06
MS_heat_n7_twin_s1234,heat,7,twin,1234,MS,1.0,0.500198988680482,5.051952613922442e-06,0.5001441452957209,3.7042540637756155e-06,5.484338476102746e-05,5.484338476102746e-05
MS_heat_n7_twin_s2025,heat,7,twin,2025,MS,0.25,0.5000622487720731,3.146767103334862e-08,0.5001441452957212,3.7042540637756282e-06,-8.189652364809508e-05,8.189652364809508e-05
MS_heat_n7_twin_s2025,heat,7,twin,2025,MS,0.5,0.5001344848013473,3.3393053681399056e-06,0.500144145295721,3.704254063775615e-06,-9.660494373786577e-06,9.660494373786577e-06
MS_heat_n7_twin_s2025,heat,7,twin,2025,MS,0.75,0.5006179161472337,1.8211462177312655e-05,0.5001441452957209,3.7042540637755956e-06,0.0004737708515127892,0.0004737708515127892
MS_heat_n7_twin_s2025,heat,7,twin,2025,MS,1.0,0.5010078139496102,2.878892143031193e-05,0.5001441452957209,3.7042540637756155e-06,0.0008636686538893157,0.0008636686538893157
MS_heat_n7_twin_s777_r1,heat,7,twin,777,MS,0.25,0.5001561300876819,3.892991701803459e-06,0.5001441452957212,3.7042540637756282e-06,1.1984791960739649e-05,1.1984791960739649e-05
MS_heat_n7_twin_s777_r1,heat,7,twin,777,MS,0.5,0.5001181798589323,2.8746165439797257e-06,0.500144145295721,3.704254063775615e-06,-2.5965436788788487e-05,2.5965436788788487e-05
MS_heat_n7_twin_s777_r1,heat,7,twin,777,MS,0.75,0.5001442799253554,3.867713870879366e-06,0.5001441452957209,3.7042540637755956e-06,1.346296344406639e-07,1.346296344406639e-07
MS_heat_n7_twin_s777_r1,heat,7,twin,777,MS,1.0,0.5004454869075983,1.3014378008236533e-05,0.5001441452957209,3.7042540637756155e-06,0.0003013416118773371,0.0003013416118773371
MS_heat_n8_gaaf_s1234,heat,8,gaaf,1234,MS,0.25,0.5001656818560253,4.156436073101964e-06,0.5001441452957212,3.7042540637756282e-06,2.1536560304125096e-05,2.1536560304125096e-05
MS_heat_n8_gaaf_s1234,heat,8,gaaf,1234,MS,0.5,0.5001163039314422,2.793011636393944e-06,0.500144145295721,3.704254063775615e-06,-2.784136427880224e-05,2.784136427880224e-05
MS_heat_n8_gaaf_s1234,heat,8,gaaf,1234,MS,0.75,0.5001397343113936,3.692046970470779e-06,0.5001441452957209,3.7042540637755956e-06,-4.4109843273520966e-06,4.4109843273520966e-06
MS_heat_n8_gaaf_s1234,heat,8,gaaf,1234,MS,1.0,0.5003651327766891,1.0638358081678338e-05,0.5001441452957209,3.7042540637756155e-06,0.00022098748096821552,0.00022098748096821552
MS_heat_n8_gaaf_s2025_r1,heat,8,gaaf,2025,MS,0.25,0.500141893078036,3.3565055853166533e-06,0.5001441452957212,3.7042540637756282e-06,-2.252217685128066e-06,2.252217685128066e-06
MS_heat_n8_gaaf_s2025_r1,heat,8,gaaf,2025,MS,0.5,0.5001023470865118,2.4409506193838204e-06,0.500144145295721,3.704254063775615e-06,-4.179820920924282e-05,4.179820920924282e-05
MS_heat_n8_gaaf_s2025_r1,heat,8,gaaf,2025,MS,0.75,0.5001253186466312,3.5703398447154113e-06,0.5001441452957209,3.7042540637755956e-06,-1.8826649089698222e-05,1.8826649089698222e-05
MS_heat_n8_gaaf_s2025_r1,heat,8,gaaf,2025,MS,1.0,0.5005490020348785,1.63577357913375e-05,0.5001441452957209,3.7042540637756155e-06,0.00040485673915757747,0.00040485673915757747
MS_heat_n8_gaaf_s777,heat,8,gaaf,777,MS,0.25,0.5001384054919094,3.526296549302538e-06,0.5001441452957212,3.7042540637756282e-06,-5.739803811799504e-06,5.739803811799504e-06
MS_heat_n8_gaaf_s777,heat,8,gaaf,777,MS,0.5,0.5001467483554313,3.7471286997083145e-06,0.500144145295721,3.704254063775615e-06,2.603059710226674e-06,2.603059710226674e-06
MS_heat_n8_gaaf_s777,heat,8,gaaf,777,MS,0.75,0.5001532311562742,3.907982443706196e-06,0.5001441452957209,3.7042540637755956e-06,9.08586055325955e-06,9.08586055325955e-06
MS_heat_n8_gaaf_s777,heat,8,gaaf,777,MS,1.0,0.5001402533862994,3.537041838376584e-06,0.5001441452957209,3.7042540637756155e-06,-3.891909421516182e-06,3.891909421516182e-06
