tag,pde,n_feat,model,seed,source,t,centroid_model,hf_model,centroid_exact,hf_exact,centroid_err,abs_err
MS_burgers_n3_twin_s1234_r1,burgers,3,twin,1234,MS,0.5,0.6129286118875426,1.970549249143799e-06,0.610342190741679,9.955402581416152e-07,0.0025864211458636044,0.0025864211458636044
MS_burgers_n3_twin_s1234_r1,burgers,3,twin,1234,MS,0.75,0.6198509403021998,1.2967589215705278e-07,0.6155906794316344,9.338412206059664e-07,0.004260260870565413,0.004260260870565413
MS_burgers_n3_twin_s1234_r1,burgers,3,twin,1234,MS,1.0,0.5993466720184741,1.0442345312812323e-07,0.601216735606354,9.634290999399992e-07,-0.0018700635878798888,0.0018700635878798888
MS_burgers_n3_twin_s2025,burgers,3,twin,2025,MS,0.25,0.5522742531514571,1.3307318757061446e-06,0.5527385042446051,1.40434210757614e-06,-0.00046425109314807145,0.00046425109314807145
MS_burgers_n3_twin_s2025,burgers,3,twin,2025,MS,0.5,0.6099059455433931,1.1896705071179376e-06,0.610342190741679,9.955402581416152e-07,-0.0004362451982858895,0.0004362451982858895
MS_burgers_n3_twin_s2025,burgers,3,twin,2025,MS,0.75,0.6158427688821242,7.291768393197833e-07,0.6155906794316344,9.338412206059664e-07,0.000252089450489823,0.000252089450489823
MS_burgers_n3_twin_s2025,burgers,3,twin,2025,MS,1.0,0.6011804439672691,8.633661870943254e-07,0.601216735606354,9.634290999399992e-07,-3.6291639084917726e-05,3.6291639084917726e-05
MS_burgers_n3_twin_s777,burgers,3,twin,777,MS,0.25,0.5527253698923446,1.8628099350794872e-06,0.5527385042446051,1.40434210757614e-06,-1.3134352260579796e-05,1.3134352260579796e-05
MS_burgers_n3_twin_s777,burgers,3,twin,777,MS,0.5,0.6105898876465785,7.640048726670768e-07,0.610342190741679,9.955402581416152e-07,0.00024769690489956364,0.00024769690489956364
MS_burgers_n3_twin_s777,burgers,3,twin,777,MS,0.75,0.61591591780026,6.550964138245779e-07,0.6155906794316344,9.338412206059664e-07,0.0003252383686256355,0.0003252383686256355
MS_burgers_n3_twin_s777,burgers,3,twin,777,MS,1.0,0.6011777878629704,2.347094583466238e-06,0.601216735606354,9.634290999399992e-07,-3.894774338364382e-05,3.894774338364382e-05
MS_burgers_n4_gaaf_s1234_r1,burgers,4,gaaf,1234,MS,0.25,0.5524520467920064,1.5111831201479747e-06,0.5527385042446051,1.40434210757614e-06,-0.0002864574525986985,0.0002864574525986985
MS_burgers_n4_gaaf_s1234_r1,burgers,4,gaaf,1234,MS,0.5,0.6102206558540403,8.933191884913268e-07,0.610342190741679,9.955402581416152e-07,-0.00012153488763866349,0.00012153488763866349
MS_burgers_n4_gaaf_s1234_r1,burgers,4,gaaf,1234,MS,0.75,0.6155282622821985,1.129991031052127e-06,0.6155906794316344,9.338412206059664e-07,-6.241714943588939e-05,6.241714943588939e-05
MS_burgers_n4_gaaf_s1234_r1,burgers,4,gaaf,1234,MS,1.0,0.6012366045003261,1.917502216826975e-07,0.601216735606354,9.634290999399992e-07,1.9868893972097013e-05,1.9868893972097013e-05
MS_burgers_n4_gaaf_s2025_r1,burgers,4,gaaf,2025,MS,0.25,0.5525624630457768,1.4134731662054681e-06,0.5527385042446051,1.40434210757614e-06,-0.00017604119882830283,0.00017604119882830283
MS_burgers_n4_gaaf_s2025_r1,burgers,4,gaaf,2025,MS,0.5,0.6102435018426364,9.53610194924272e-07,0.610342190741679,9.955402581416152e-07,-9.868889904252054e-05,9.868889904252054e-05
MS_burgers_n4_gaaf_s2025_r1,burgers,4,gaaf,2025,MS,0.75,0.6157595552739427,9.712694663890351e-07,0.6155906794316344,9.338412206059664e-07,0.00016887584230829145,0.00016887584230829145
MS_burgers_n4_gaaf_s2025_r1,burgers,4,gaaf,2025,MS,1.0,0.6012059015851758,1.397424742326418e-06,0.601216735606354,9.634290999399992e-07,-1.0834021178185438e-05,1.0834021178185438e-05
MS_burgers_n4_gaaf_s777_r1,burgers,4,gaaf,777,MS,0.25,0.5524902830008572,1.338312373477517e-06,0.5527385042446051,1.40434210757614e-06,-0.00024822124374790366,0.00024822124374790366
