tag,path,family,nu,pde,model,n_feat,seed,retry,note,dead,n_steps,loss_first,loss_final,loss_min,mse_u_final,mse_f_final,wall_s,L2,params
MS_burgers_n7_gaaf_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n7_gaaf_s777.pt,MS,0.05,burgers,gaaf,7,777,False,,False,1005,12.79354476928711,3.4103068173862994e-05,3.4103068173862994e-05,5.685390647158783e-07,2.841767854988575e-05,nan,0.00120744,1905.0
MS_burgers_n7_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n7_twin_s1234.pt,MS,0.05,burgers,twin,7,1234,False,,False,1005,5.261765956878662,2.7124524422106333e-05,2.7124524422106333e-05,2.687197024897614e-07,2.4437327738269232e-05,nan,0.00143995,1905.0
MS_burgers_n7_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n7_twin_s2025.pt,MS,0.05,burgers,twin,7,2025,False,,False,1005,1.6122303009033203,9.836698154686019e-05,9.836698154686019e-05,1.648165721235273e-06,8.188532228814438e-05,nan,0.002823453,1905.0
MS_burgers_n7_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n7_twin_s777.pt,MS,0.05,burgers,twin,7,777,False,,False,1005,12.79354476928711,1.9620814782683738e-05,1.9620814782683738e-05,2.438158333006868e-07,1.71826559380861e-05,nan,0.001610665,1905.0
MS_burgers_n8_gaaf_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_gaaf_s1234.pt,MS,0.05,burgers,gaaf,8,1234,False,,False,1005,1.9204931259155273,1.9552098819985986e-05,1.9552098819985986e-05,2.571480877122667e-07,1.6980618966044858e-05,nan,0.001867692,1931.0
MS_burgers_n8_gaaf_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_gaaf_s2025.pt,MS,0.05,burgers,gaaf,8,2025,False,,False,1005,3.4075331687927246,2.7673137083183974e-05,2.7673137083183974e-05,2.514544803489116e-07,2.515859159757383e-05,nan,0.001062719,1931.0
MS_burgers_n8_gaaf_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_gaaf_s777.pt,MS,0.05,burgers,gaaf,8,777,False,,False,1005,2.887404441833496,2.3578184482175857e-05,2.3578184482175857e-05,1.9114122551400214e-07,2.1666772227035835e-05,nan,0.001087895,1931.0
MS_burgers_n8_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_twin_s1234.pt,MS,0.05,burgers,twin,8,1234,False,,False,1005,1.9204931259155273,1.8861430362449028e-05,1.8861430362449028e-05,1.5556715027287282e-07,1.7305759683949873e-05,nan,0.0009306283,1931.0
MS_burgers_n8_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_twin_s2025.pt,MS,0.05,burgers,twin,8,2025,False,,False,1005,3.4075331687927246,8.064813300734386e-06,8.064813300734386e-06,4.288986232836578e-08,7.63591469876701e-06,nan,0.0007058812,1931.0
MS_burgers_n8_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_twin_s777.pt,MS,0.05,burgers,twin,8,777,False,,False,1005,2.887404441833496,2.7772386602009647e-05,2.7772386602009647e-05,2.9033384407739504e-07,2.486904850229621e-05,nan,0.0009318204,1931.0
MS_heat_n3_gaaf_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_gaaf_s1234.pt,MS,0.05,heat,gaaf,3,1234,False,,False,1005,8.825387001037598,0.00012325446004979312,0.00012325446004979312,2.7521216452441877e-06,9.57332449615933e-05,nan,0.002461118,1801.0
MS_heat_n3_gaaf_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_gaaf_s2025.pt,MS,0.05,heat,gaaf,3,2025,False,,False,1005,3.6722066402435303,1.9764866010518745e-05,1.9764866010518745e-05,2.558307699018769e-07,1.7206559277838096e-05,nan,nan,nan
MS_heat_n3_gaaf_s2025_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_gaaf_s2025_r1.pt,MS,0.05,heat,gaaf,3,2025,True,,False,1005,4.289633274078369,0.00013027919339947402,0.00013027919339947402,3.960803041991312e-06,9.06711575225927e-05,nan,0.001938768,1801.0
MS_heat_n3_gaaf_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_gaaf_s777.pt,MS,0.05,heat,gaaf,3,777,False,,False,1005,1.8298368453979492,0.00023034620971884578,0.00023034620971884578,7.433971404680051e-06,0.00015600649931002408,nan,nan,nan
MS_heat_n3_gaaf_s777_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_gaaf_s777_r1.pt,MS,0.05,heat,gaaf,3,777,True,,False,1005,1.7662527561187744,0.387838214635849,0.387838214635849,0.008377831429243088,0.3040598928928375,nan,0.3873395,1801.0
MS_heat_n3_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_twin_s1234.pt,MS,0.05,heat,twin,3,1234,False,,False,1005,8.825387001037598,3.331632251502015e-05,3.331632251502015e-05,1.649225396249676e-07,3.166709575452842e-05,nan,0.0009358085,1801.0
MS_heat_n3_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_twin_s2025.pt,MS,0.05,heat,twin,3,2025,False,,False,1005,3.6722066402435303,7.144349183363374e-06,7.144349183363374e-06,1.1315180614701603e-07,6.012830908730393e-06,nan,0.0005169646,1801.0
MS_heat_n3_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_twin_s777.pt,MS,0.05,heat,twin,3,777,False,,False,1005,1.8298368453979492,6.247700366657227e-05,6.247700366657227e-05,1.9414592316024937e-06,4.306241316953674e-05,nan,0.001427885,1801.0
MS_heat_n4_gaaf_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_gaaf_s1234.pt,MS,0.05,heat,gaaf,4,1234,False,,False,1005,2.4046387672424316,1.634117688809056e-05,1.634117688809056e-05,5.439380856842035e-07,1.0901796485995874e-05,nan,0.0009275964,1827.0
MS_heat_n4_gaaf_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_gaaf_s2025.pt,MS,0.05,heat,gaaf,4,2025,False,,False,1005,2.1719396114349365,0.005101066082715988,0.005101066082715988,5.3174841013969854e-05,0.004569317679852247,nan,0.01549916,1827.0
MS_heat_n4_gaaf_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_gaaf_s777.pt,MS,0.05,heat,gaaf,4,777,False,,False,1005,2.8395020961761475,0.38419342041015625,0.38419342041015625,0.008260305039584637,0.30159035325050354,nan,nan,nan
MS_heat_n4_gaaf_s777_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_gaaf_s777_r1.pt,MS,0.05,heat,gaaf,4,777,True,,False,1005,1.8812916278839111,1.2115515346522443e-05,1.2115515346522443e-05,2.3724011555259494e-07,9.74311387835769e-06,nan,0.0006068438,1827.0
MS_heat_n4_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s1234.pt,MS,0.05,heat,twin,4,1234,False,,False,1005,2.4046387672424316,4.2098410631297156e-05,4.2098410631297156e-05,7.5139075761399e-07,3.458450373727828e-05,nan,0.0004385509,1827.0
MS_heat_n4_twin_s1234_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s1234_r1.pt,MS,0.05,heat,twin,4,1234,True,,False,1005,2.480847120285034,2.6511403120821342e-05,2.6511403120821342e-05,6.988790914874699e-07,1.9522611182765104e-05,nan,0.001058695,1827.0
MS_heat_n4_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s2025.pt,MS,0.05,heat,twin,4,2025,False,,False,1005,2.1719396114349365,0.00012158474419265985,0.00012158474419265985,4.078888196090702e-06,8.079586405074224e-05,nan,0.00280203,1827.0
MS_heat_n4_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s777.pt,MS,0.05,heat,twin,4,777,False,,False,1005,2.8395020961761475,2.8297732569626532e-05,2.8297732569626532e-05,3.7838319144611887e-07,2.45138999162009e-05,nan,0.001133112,1827.0
MS_heat_n5_gaaf_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_gaaf_s1234.pt,MS,0.05,heat,gaaf,5,1234,False,,False,1005,6.912190914154053,7.30665706214495e-05,7.30665706214495e-05,2.1518790163099766e-06,5.1547780458349735e-05,nan,nan,nan
MS_heat_n5_gaaf_s1234_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_gaaf_s1234_r1.pt,MS,0.05,heat,gaaf,5,1234,True,,False,1005,3.2653636932373047,0.00011988868209300563,0.00011988868209300563,1.6405916767325834e-06,0.00010348276555305347,nan,0.002265861,1853.0
MS_heat_n5_gaaf_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_gaaf_s2025.pt,MS,0.05,heat,gaaf,5,2025,False,,False,1005,2.0616307258605957,3.5154513170709834e-05,3.5154513170709834e-05,9.917761190081364e-07,2.5236751753254794e-05,nan,nan,nan
MS_heat_n5_gaaf_s2025_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_gaaf_s2025_r1.pt,MS,0.05,heat,gaaf,5,2025,True,,False,1005,3.071824073791504,4.486656325752847e-05,4.486656325752847e-05,9.735184676173958e-07,3.513137926347554e-05,nan,0.001286032,1853.0
MS_heat_n5_gaaf_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_gaaf_s777.pt,MS,0.05,heat,gaaf,5,777,False,,False,1005,3.606233835220337,6.738558113283943e-06,6.738558113283943e-06,1.2298988849579473e-07,5.508659342012834e-06,nan,0.0005406773,1853.0
MS_heat_n5_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_twin_s1234.pt,MS,0.05,heat,twin,5,1234,False,,False,1005,6.912190914154053,4.943881504004821e-05,4.943881504004821e-05,1.945707026607124e-06,2.998174386448227e-05,nan,0.001492425,1853.0
MS_heat_n5_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_twin_s2025.pt,MS,0.05,heat,twin,5,2025,False,,False,1005,2.0616307258605957,1.3617355762107763e-05,1.3617355762107763e-05,2.7779853439824365e-07,1.0839370588655584e-05,nan,0.0007046722,1853.0
MS_heat_n5_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_twin_s777.pt,MS,0.05,heat,twin,5,777,False,,False,1005,3.606233835220337,3.1449104426428676e-05,3.1449104426428676e-05,5.733141392738617e-07,2.5715962692629546e-05,nan,0.00143415,1853.0
MS_heat_n6_gaaf_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_gaaf_s1234.pt,MS,0.05,heat,gaaf,6,1234,False,,False,1005,3.518688201904297,3.498420483083464e-06,3.498420483083464e-06,5.339894215694585e-08,2.9644311325682793e-06,nan,0.0003137229,1879.0
MS_heat_n6_gaaf_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_gaaf_s2025.pt,MS,0.05,heat,gaaf,6,2025,False,,False,1005,7.159261703491211,1.129064094129717e-05,1.129064094129717e-05,2.92508502752753e-07,8.36555591376964e-06,nan,0.000571997,1879.0
MS_heat_n6_gaaf_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_gaaf_s777.pt,MS,0.05,heat,gaaf,6,777,False,,False,1005,3.4630544185638428,8.883595000952482e-06,8.883595000952482e-06,1.4619108412716741e-07,7.421683676511748e-06,nan,0.0006558068,1879.0
MS_heat_n6_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_twin_s1234.pt,MS,0.05,heat,twin,6,1234,False,,False,1005,3.518688201904297,1.2057343155902345e-05,1.2057343155902345e-05,2.8956534947610635e-07,9.161689376924187e-06,nan,0.0007349917,1879.0
MS_heat_n6_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_twin_s2025.pt,MS,0.05,heat,twin,6,2025,False,,False,1005,7.159261703491211,5.63689463888295e-05,5.63689463888295e-05,1.353413153992733e-06,4.283481393940747e-05,nan,0.001270121,1879.0
MS_heat_n6_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_twin_s777.pt,MS,0.05,heat,twin,6,777,False,,False,1005,3.4630544185638428,2.1797801309730858e-05,2.1797801309730858e-05,3.1651288168177416e-07,1.8632672436069697e-05,nan,0.0009778289,1879.0
MS_heat_n6_twin_s777_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_twin_s777_r1.pt,MS,0.05,heat,twin,6,777,True,,False,1005,3.802370071411133,1.3196146937843878e-05,1.3196146937843878e-05,3.408383122405212e-07,9.787763701751828e-06,nan,0.0005251644,1879.0
MS_heat_n7_gaaf_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_gaaf_s1234.pt,MS,0.05,heat,gaaf,7,1234,False,,False,1005,1.9094197750091553,2.451061300234869e-05,2.451061300234869e-05,3.576390383841499e-07,2.0934223357471637e-05,nan,nan,nan
MS_heat_n7_gaaf_s1234_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_gaaf_s1234_r1.pt,MS,0.05,heat,gaaf,7,1234,True,,False,1005,3.0164294242858887,1.8790127796819434e-05,1.8790127796819434e-05,3.6351505627862934e-07,1.5154977518250234e-05,nan,0.0006562576,1905.0
MS_heat_n7_gaaf_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_gaaf_s2025.pt,MS,0.05,heat,gaaf,7,2025,False,,False,1005,6.013319492340088,3.7797952245455235e-05,3.7797952245455235e-05,1.2995127463000244e-06,2.480282637407072e-05,nan,0.001247739,1905.0
MS_heat_n7_gaaf_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_gaaf_s777.pt,MS,0.05,heat,gaaf,7,777,False,,False,1005,4.249906063079834,3.430921788094565e-05,3.430921788094565e-05,4.937889457323763e-07,2.9371329219429754e-05,nan,nan,nan
MS_heat_n7_gaaf_s777_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_gaaf_s777_r1.pt,MS,0.05,heat,gaaf,7,777,True,,False,1005,2.9961376190185547,3.7903504562564194e-05,3.7903504562564194e-05,1.115183067668113e-06,2.675167161214631e-05,nan,0.001174482,1905.0
MS_heat_n7_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_twin_s1234.pt,MS,0.05,heat,twin,7,1234,False,,False,1005,1.9094197750091553,2.4054454115685076e-05,2.4054454115685076e-05,4.3273035998936393e-07,1.9727151084225625e-05,nan,0.0009850836,1905.0
MS_heat_n7_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_twin_s2025.pt,MS,0.05,heat,twin,7,2025,False,,False,1005,6.013319492340088,0.0023880882654339075,0.0023880882654339075,5.1399623771430925e-05,0.0018740920349955559,nan,0.01293433,1905.0
MS_heat_n7_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_twin_s777.pt,MS,0.05,heat,twin,7,777,False,,False,1005,4.249906063079834,4.672996874433011e-05,4.672996874433011e-05,1.1524365390869207e-06,3.520560494507663e-05,nan,0.001630183,1905.0
MS_heat_n7_twin_s777_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_twin_s777_r1.pt,MS,0.05,heat,twin,7,777,True,,False,1005,2.9961376190185547,3.739915700862184e-05,3.739915700862184e-05,1.0965403589580092e-06,2.6433754101162776e-05,nan,0.001083546,1905.0
MS_heat_n8_gaaf_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n8_gaaf_s1234.pt,MS,0.05,heat,gaaf,8,1234,False,,False,1005,3.3671956062316895,1.716734368528705e-05,1.716734368528705e-05,5.978083663649159e-07,1.1189259566890541e-05,nan,0.001008754,1931.0
MS_heat_n8_gaaf_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n8_gaaf_s2025.pt,MS,0.05,heat,gaaf,8,2025,False,,False,1005,1.9383280277252197,4.6416298573603854e-05,4.6416298573603854e-05,8.936261224334885e-07,3.7480036553461105e-05,nan,nan,nan
MS_heat_n8_gaaf_s2025_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n8_gaaf_s2025_r1.pt,MS,0.05,heat,gaaf,8,2025,True,,False,1005,4.543789863586426,3.911122621502727e-05,3.911122621502727e-05,1.7126988041127333e-06,2.198423862864729e-05,nan,0.001411717,1931.0
MS_heat_n8_gaaf_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n8_gaaf_s777.pt,MS,0.05,heat,gaaf,8,777,False,,False,1005,8.074602127075195,1.1563310181372799e-05,1.1563310181372799e-05,5.584839968264532e-08,1.1004825864802115e-05,nan,0.0008647082,1931.0
MS_heat_n8_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n8_twin_s1234.pt,MS,0.05,heat,twin,8,1234,False,,False,1005,3.3671956062316895,6.583713457075646e-06,6.583713457075646e-06,6.616028258576989e-08,5.922110631217947e-06,nan,0.0003599921,1931.0
MS_heat_n8_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n8_twin_s2025.pt,MS,0.05,heat,twin,8,2025,False,,False,1005,1.9383280277252197,1.3946927538199816e-05,1.3946927538199816e-05,3.213025365766953e-07,1.0733901945059188e-05,nan,0.000729937,1931.0
MS_heat_n8_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n8_twin_s777.pt,MS,0.05,heat,twin,8,777,False,,False,1005,8.074602127075195,1.0490500244486611e-05,1.0490500244486611e-05,1.1045325720715482e-07,9.385968041897286e-06,nan,0.0004147736,1931.0
MS_heat_n3_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n3_qapinn_s1234.pt,MS,0.05,heat,qapinn,3,1234,False,,False,1005,4.7373151779174805,3.160955384373665e-05,3.160955384373665e-05,7.063700877552037e-07,2.4545852284063585e-05,nan,0.001128778,1801.0
MS_heat_n3_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n3_qapinn_s2025.pt,MS,0.05,heat,qapinn,3,2025,False,,False,1005,3.244333267211914,7.861543963372242e-06,7.861543963372242e-06,4.123909391751113e-08,7.4491531449893955e-06,nan,0.0003999207,1801.0
MS_heat_n3_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n3_qapinn_s777.pt,MS,0.05,heat,qapinn,3,777,False,,False,1005,4.141839504241943,0.0003038776048924774,0.0003038776048924774,6.409979050658876e-06,0.00023977781529538333,nan,0.006197091,1801.0
MS_heat_n4_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n4_qapinn_s1234.pt,MS,0.05,heat,qapinn,4,1234,False,,False,1005,3.144193649291992,1.2428599802660756e-05,1.2428599802660756e-05,2.3703606188973936e-07,1.0058239240606781e-05,nan,0.0006916061,1827.0
MS_heat_n4_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n4_qapinn_s2025.pt,MS,0.05,heat,qapinn,4,2025,False,,False,1005,8.36423110961914,0.0003587912069633603,0.0003587912069633603,1.76961584656965e-05,0.0001818296150304377,nan,0.004120244,1827.0
MS_heat_n4_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n4_qapinn_s777.pt,MS,0.05,heat,qapinn,4,777,False,,False,1005,7.188417434692383,1.4487847693089861e-05,1.4487847693089861e-05,1.0990892462814372e-07,1.3388758816290647e-05,nan,0.0006112305,1827.0
MS_heat_n5_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n5_qapinn_s1234.pt,MS,0.05,heat,qapinn,5,1234,False,,False,1005,6.4166717529296875,9.785758447833359e-05,9.785758447833359e-05,1.5983902130756178e-06,8.187368075596169e-05,nan,0.001755204,1853.0
MS_heat_n5_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n5_qapinn_s2025.pt,MS,0.05,heat,qapinn,5,2025,False,,False,1005,8.641708374023438,1.5520170563831925e-05,1.5520170563831925e-05,2.5702371431179927e-07,1.294993307965342e-05,nan,0.0009165458,1853.0
MS_heat_n5_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n5_qapinn_s777.pt,MS,0.05,heat,qapinn,5,777,False,,False,1005,4.449787616729736,1.5335037460317835e-05,1.5335037460317835e-05,1.4218200306004292e-07,1.3913218026573304e-05,nan,0.0007257962,1853.0
MS_heat_n5_twin_s777_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n5_twin_s777_r1.pt,MS,0.05,heat,twin,5,777,True,,False,1005,15.13228702545166,1.1978018847003113e-05,1.1978018847003113e-05,1.442876254031944e-07,1.0535142791923136e-05,nan,0.0005818365,1853.0
MS_heat_n6_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n6_qapinn_s1234.pt,MS,0.05,heat,qapinn,6,1234,False,,False,704,4.322977066040039,8.71790834935382e-05,8.71790834935382e-05,1.4649505146735464e-06,7.25295758456923e-05,nan,0.002082074,1879.0
MS_heat_n6_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n6_qapinn_s2025.pt,MS,0.05,heat,qapinn,6,2025,False,,False,704,4.054305076599121,2.3193793822429143e-05,2.3193793822429143e-05,2.880173610719794e-07,2.0313620552769862e-05,nan,0.0007381617,1879.0
MS_heat_n6_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n6_qapinn_s777.pt,MS,0.05,heat,qapinn,6,777,False,,False,704,14.576883316040039,3.1753399525769055e-05,3.1753399525769055e-05,4.905829769086267e-07,2.6847568733501248e-05,nan,0.0008521281,1879.0
MS_heat_n7_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n7_qapinn_s1234.pt,MS,0.05,heat,qapinn,7,1234,False,,False,503,4.659651756286621,5.831928865518421e-05,5.831928865518421e-05,2.035156967394869e-06,3.796771852648817e-05,nan,0.001684457,1905.0
MS_heat_n7_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n7_qapinn_s2025.pt,MS,0.05,heat,qapinn,7,2025,False,,False,503,4.7074689865112305,0.00023064561537466943,0.00023064561537466943,3.3712390177242924e-06,0.0001969332224689424,nan,0.002993306,1905.0
MS_heat_n7_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n7_qapinn_s777.pt,MS,0.05,heat,qapinn,7,777,False,,False,503,7.104172229766846,6.211791333043948e-05,6.211791333043948e-05,8.861171636453946e-07,5.325674283085391e-05,nan,0.001436996,1905.0
