ckaLL_L0_front__L1,ckaLL_L0_front__L2,ckaLL_L0_front__L3,ckaLL_L0_front__L4,ckaLL_L0_front__L5,ckaLL_L0_quantum__L1,ckaLL_L0_quantum__L2,ckaLL_L0_quantum__L3,ckaLL_L0_quantum__L4,ckaLL_L0_quantum__L5,ckaLL_L1__L2,ckaLL_L1__L3,ckaLL_L1__L4,ckaLL_L1__L5,ckaLL_L2__L3,ckaLL_L2__L4,ckaLL_L2__L5,ckaLL_L3__L4,ckaLL_L3__L5,ckaLL_L4__L5,cka_L0_front_out,cka_L0_quantum_out,cka_L1_out,cka_L2_out,cka_L3_out,cka_L4_out,cka_L5_out,in_primary,model,n_feat,nu,pde,retry,seed,t,tag
0.9950789335080074,0.9322598260836509,0.7725008526402043,0.7350176206927288,0.7282288702789868,,,,,,0.9631663987549967,0.8300905765313809,0.7971142838839894,0.7910473065183888,0.9491578893880928,0.929917861178911,0.9260599669448021,0.9982906426842962,0.9973352839163944,0.9997769214272366,0.7126227297032107,,0.7769139888924168,0.9171367062335829,0.9956091588974213,0.9992665060481947,0.9997083877752113,True,gaaf,3,0.01/pi,burgers,False,1234,0.4,MS_hard_burgers_n3_gaaf_s1234
0.9950739982070527,0.9321307023874461,0.7720208374501957,0.7344482179957371,0.727634416241196,,,,,,0.9630830848143395,0.8296929331073521,0.7966332689326303,0.790542638055956,0.9490295804836655,0.9297378509976773,0.9258642726114482,0.9982856723937226,0.9973266836982981,0.9997761276786984,0.7120075779917753,,0.776388136996919,0.9169254005392066,0.9955970899865906,0.9992645067324191,0.9997080319845925,True,gaaf,3,0.01/pi,burgers,False,1234,0.44,MS_hard_burgers_n3_gaaf_s1234
0.9950685690124568,0.9319939779735119,0.7715163071856019,0.7338504976295702,0.7270097827677519,,,,,,0.962995398298097,0.8292762467037303,0.796129747566375,0.7900137614266317,0.9488955520399706,0.9295500291536428,0.92565967687067,0.998280509203388,0.997317670194043,0.9997752925046268,0.7113609334035981,,0.7758368000820661,0.9167043060321328,0.9955844060422244,0.9992623728788355,0.9997076478000078,True,gaaf,3,0.01/pi,burgers,False,1234,0.48,MS_hard_burgers_n3_gaaf_s1234
0.9950626458558113,0.9318496653357057,0.7709873238171584,0.7332245383647054,0.7263550580869884,,,,,,0.9629033475566598,0.8288405657498673,0.7956037830229336,0.7894607482170253,0.9487558174374284,0.9293544167249643,0.9254462054380882,0.998275153707111,0.99730824480341,0.9997744161394967,0.710682882114677,,0.7752600476799214,0.9164734464914017,0.9955711080336311,0.9992601043666699,0.9997072348910037,True,gaaf,3,0.01/pi,burgers,False,1234,0.52,MS_hard_burgers_n3_gaaf_s1234
0.9950562306303006,0.9316977334466537,0.7704337965327529,0.732570252465056,0.7256701513235719,,,,,,0.9628069033643915,0.8283857935613821,0.795055278142747,0.7888834971923014,0.9486103514496658,0.9291509880923782,0.9252238294202969,0.9982696065837063,0.997298407965485,0.9997734981813108,0.7099733576117202,,0.7746577992523885,0.9162328057949098,0.9955571999001467,0.9992577020868585,0.9997067940828425,True,gaaf,3,0.01/pi,burgers,False,1234,0.56,MS_hard_burgers_n3_gaaf_s1234
0.9950493219878076,0.9315381885616397,0.769855735082493,0.7318876609125848,0.7249550902228,,,,,,0.9627060724163238,0.8279119378372681,0.7944842503370698,0.7882820314034762,0.9484591459910093,0.9289397383116157,0.924992546798598,0.9982638680029244,0.9972881607304224,0.9997725392193993,0.70923237163756,,0.7740300628979112,0.9159823710161806,0.9955426807696263,0.9992551657108559,0.9997063246187551,True,gaaf,3,0.01/pi,burgers,False,1234,0.6,MS_hard_burgers_n3_gaaf_s1234
0.9950419211120256,0.9313710446954284,0.769253276618208,0.7311769456772182,0.724210077788952,,,,,,0.9626008608398727,0.8274191062412284,0.7938908469611504,0.7876565165597413,0.9483022499283904,0.9287207420925283,0.9247524435233959,0.9982579409548638,0.9972775081367784,0.9997715390961864,0.7084601555177519,,0.7733770300815483,0.9157222455909053,0.9955275600124892,0.9992524967561287,0.9997058271939651,True,gaaf,3,0.01/pi,burgers,False,1234,0.64,MS_hard_burgers_n3_gaaf_s1234
0.9950340272261576,0.9311962564753894,0.7686262611124977,0.7304379418648997,0.7234349399565578,,,,,,0.9624912355910729,0.8269071540367354,0.7932749160778645,0.7870067912020533,0.9481396146692029,0.9284939445895378,0.9245034578442947,0.9982518252865693,0.9972664494191701,0.9997704979320351,0.7076565309357454,,0.7726985339361023,0.9154523629888305,0.9955118366699715,0.9992496949116957,0.9997053015899169,True,gaaf,3,0.01/pi,burgers,False,1234,0.68,MS_hard_burgers_n3_gaaf_s1234
0.9950256429402277,0.9310138594473448,0.7679748161096737,0.7296707990114385,0.7226298396773042,,,,,,0.962377214346287,0.826376170179093,0.7926365652866652,0.7863329744820051,0.9479712647510226,0.9282593802480438,0.9242456309283623,0.9982455218318348,0.9972549868136841,0.9997694158740691,0.7068216909318806,,0.7719947204189204,0.9151727805689531,0.9954955162054636,0.9992467615356396,0.9997047486363606,True,gaaf,3,0.01/pi,burgers,False,1234,0.72,MS_hard_burgers_n3_gaaf_s1234
0.9950167632642724,0.9308237953796376,0.7672988097540733,0.7288753946864251,0.7217946672848191,,,,,,0.9622587658026234,0.8258260575591079,0.7919757051216217,0.7856349872371086,0.9477971760427821,0.9280170294472463,0.9239789487107322,0.9982390318093252,0.9972431224698174,0.9997682927719915,0.705955508180104,,0.771265493717798,0.9148834737069643,0.9954786003879403,0.9992436964988355,0.9997041675395683,True,gaaf,3,0.01/pi,burgers,False,1234,0.76,MS_hard_burgers_n3_gaaf_s1234
0.9950073954607371,0.9306261081065632,0.7665983698633678,0.7280518800518135,0.7209295789279795,,,,,,0.9621359014506478,0.8252568801877418,0.7912924172634426,0.7849129149619565,0.9476173656653095,0.9277669184210297,0.9237034392210576,0.9982323559669519,0.9972308580900225,0.9997671289046924,0.7050581628625974,,0.7705109597334007,0.9145844820780683,0.9954610927426557,0.9992405003989941,0.9997035589128029,True,gaaf,3,0.01/pi,burgers,False,1234,0.8,MS_hard_burgers_n3_gaaf_s1234
0.994997534775381,0.9304207635300874,0.7658734717312752,0.7272002687564193,0.7200346052866223,,,,,,0.9620086070481436,0.8246686330197951,0.790586731142114,0.7841668013015897,0.9474318415139533,0.9275090763115404,0.9234191397277955,0.9982254971614001,0.9972181980824264,0.9997659242766713,0.7041297026217833,,0.7697311774567432,0.9142758534501131,0.995443001789449,0.999237174754349,0.9997029230966119,True,gaaf,3,0.01/pi,burgers,False,1234,0.84,MS_hard_burgers_n3_gaaf_s1234
0.9949871833411784,0.9302077464343361,0.7651240390877159,0.726320471351943,0.7191096519016346,,,,,,0.9618768638682569,0.8240612275273284,0.7898585431489721,0.7833965370105003,0.9472405689841111,0.9272434570498987,0.9231259999819418,0.9982184543407259,0.9972051413571268,0.9997646791229005,0.7031700266763573,,0.7689260300128331,0.9139575305228329,0.9954243247092268,0.9992337189360533,0.9997022597295767,True,gaaf,3,0.01/pi,burgers,False,1234,0.88,MS_hard_burgers_n3_gaaf_s1234
0.9949763409657282,0.9299870732059419,0.7643501977088846,0.7254126683356722,0.7181549276258226,,,,,,0.9617406827324638,0.8234347653664668,0.7891080038381194,0.782602297614504,0.9470435867969357,0.9269701291346256,0.9228241035842418,0.9982112310034643,0.9971916945481598,0.9997633937126431,0.702179373085954,,0.7680957195500517,0.9136296146206208,0.9954050734303053,0.9992301352841532,0.9997015694985292,True,gaaf,3,0.01/pi,burgers,False,1234,0.92,MS_hard_burgers_n3_gaaf_s1234
0.9949650069744149,0.9297587093469661,0.7635518635988933,0.7244767757291337,0.7171703432607391,,,,,,0.9616000378271534,0.8227891655162429,0.788335029577106,0.7817839931353264,0.9468408725451724,0.9266890674478011,0.9225134203185477,0.9982038270548956,0.9971778567819347,0.9997620678064619,0.7011576423746302,,0.7672401451018925,0.9132920669871867,0.9953852451299944,0.9992264223713175,0.9997008519130866,True,gaaf,3,0.01/pi,burgers,False,1234,0.96,MS_hard_burgers_n3_gaaf_s1234
0.9949531848480127,0.9295226856120177,0.7627291387083336,0.7235129382149574,0.7161560694882667,,,,,,0.961454940998992,0.8221244887709506,0.7875397174633052,0.7809417433024468,0.9466324400727805,0.9264003060496535,0.9221939978093826,0.9981962450777301,0.9971636338012233,0.9997607019484481,0.7001050393682186,,0.7663594568311998,0.9129449544192245,0.9953648513552167,0.999222583144249,0.9997001078180149,True,gaaf,3,0.01/pi,burgers,False,1234,1.0,MS_hard_burgers_n3_gaaf_s1234
0.999781512638787,0.9821494145737419,0.9290063188234541,0.8559716256670443,0.8605244437111674,,,,,,0.9851386131351904,0.9353639646389676,0.8638643316789069,0.8677365625545382,0.972591734379008,0.9130897931685307,0.9221805780628888,0.9805854392460641,0.9747525670993475,0.986689965548317,0.6371942636168141,,0.6506081435443336,0.7516884538487107,0.8252281163520004,0.8251167444665665,0.8258877097578758,True,gaaf,3,0.01/pi,burgers,True,1234,0.0,MS_hard_burgers_n3_gaaf_s1234_r1
0.9997797908937701,0.9819710985365485,0.9268603474194522,0.855432565823062,0.8575737267278569,,,,,,0.9849329054564359,0.9333126057544108,0.8633254949602674,0.8648273277476107,0.9720250527876585,0.9132158913467503,0.9208876699588456,0.980740659698318,0.9744555559124879,0.9872750192729299,0.6014956135891648,,0.6150743030100456,0.7220833619708107,0.8115578652734177,0.8190284974971126,0.8194671640513771,True,gaaf,3,0.01/pi,burgers,True,1234,0.04,MS_hard_burgers_n3_gaaf_s1234_r1
0.9997779451997333,0.9817972418969486,0.9245289382718287,0.855073549339189,0.8546864996287332,,,,,,0.9847316590156163,0.931067987083612,0.8629552273476333,0.8619667343386423,0.9712543293742323,0.913514763901986,0.9196246721380192,0.9810533294102787,0.9743252997803712,0.9878759920071849,0.5658916822130867,,0.5794791943471324,0.6911077122252556,0.7967602993405289,0.812477665658848,0.8130603209144753,True,gaaf,3,0.01/pi,burgers,True,1234,0.08,MS_hard_burgers_n3_gaaf_s1234_r1
0.9997759827402839,0.9816285124797293,0.922057504362729,0.8548320555273624,0.8517476276156888,,,,,,0.984536383514915,0.9286750591127906,0.8626923798564325,0.859040994606531,0.9702998070725964,0.9139184880067115,0.9182435997726917,0.9815065499548333,0.9743067297879755,0.9884816588085708,0.53085217718786,,0.5442985677388369,0.6591601739858473,0.7807860367511286,0.8054025119586286,0.8067228504718046,True,gaaf,3,0.01/pi,burgers,True,1234,0.12,MS_hard_burgers_n3_gaaf_s1234_r1
